receipt_number,payment_amount,payment_date,payment_method,contract_number
10500,1859.65,2022-11-21,Credit Card,10500
10501,916.61,2022-02-19,Bank Transfer,10501
10502,1109.62,2022-11-01,Credit Card,10502
10503,920.93,2021-12-23,Cash,10503
10504,1306.43,2022-10-14,PayPal,10504
10505,2554.09,2022-09-19,Cash,10505
10506,2337.28,2022-04-15,Bank Transfer,10506
10507,2954.83,2021-09-12,PayPal,10507
10508,2965.38,2021-11-05,Cash,10508
10509,1340.99,2020-05-16,Bank Transfer,10509
10510,2018.33,2023-09-21,PayPal,10510
10511,290.19,2022-12-13,Bank Transfer,10511
10512,2297.1,2020-03-06,PayPal,10512
10513,2508.17,2022-01-07,Credit Card,10513
10514,822.14,2022-12-14,Cash,10514
10515,2745.35,2022-07-16,Bank Transfer,10515
10516,143.94,2021-12-11,PayPal,10516
10517,1799.52,2023-09-18,Cash,10517
10518,1133.84,2022-03-09,PayPal,10518
10519,2296.65,2020-01-24,Bank Transfer,10519
10520,1809.68,2021-08-26,Cash,10520
10521,369.26,2021-01-01,Bank Transfer,10521
10522,572.34,2022-01-14,Credit Card,10522
10523,2954.89,2023-07-03,Bank Transfer,10523
10524,1722.83,2022-11-22,Cash,10524
10525,1259.04,2021-01-18,Credit Card,10525
10526,342.08,2020-02-01,Credit Card,10526
10527,163.49,2023-03-23,Credit Card,10527
10528,2131.52,2023-03-02,Bank Transfer,10528
10529,930.97,2021-11-19,Credit Card,10529
10530,2178.39,2022-04-18,Cash,10530
10531,359.46,2020-11-08,Bank Transfer,10531
10532,349.19,2020-08-19,Cash,10532
10533,315.57,2023-01-08,PayPal,10533
10534,367.38,2022-12-18,Cash,10534
10535,2058.79,2021-05-14,PayPal,10535
10536,2650.83,2020-05-07,Bank Transfer,10536
10537,1988.18,2020-10-20,PayPal,10537
10538,1992.5,2021-04-07,Cash,10538
10539,773.67,2022-01-02,Credit Card,10539
10540,2012.25,2020-01-22,Cash,10540
10541,1941.97,2021-06-07,Cash,10541
10542,2555.56,2023-06-21,Cash,10542
10543,1828.27,2020-06-11,Bank Transfer,10543
10544,587.77,2022-01-13,Bank Transfer,10544
10545,1790.54,2020-02-20,PayPal,10545
10546,1055.58,2022-04-12,Credit Card,10546
10547,2104.63,2020-09-03,Credit Card,10547
10548,1217.09,2022-01-19,Cash,10548
10549,2857.09,2023-08-16,PayPal,10549
10550,2541.38,2021-10-01,PayPal,10550
10551,2587.36,2023-04-29,Cash,10551
10552,906.24,2020-04-05,Credit Card,10552
10553,2498.53,2021-03-05,Cash,10553
10554,785.94,2023-08-20,Bank Transfer,10554
10555,1789.14,2023-09-14,PayPal,10555
10556,1304.23,2023-09-09,Credit Card,10556
10557,2619.43,2021-06-13,Bank Transfer,10557
10558,1037.26,2021-01-02,PayPal,10558
10559,1010.3,2021-02-02,Credit Card,10559
10560,1541.55,2022-02-26,PayPal,10560
10561,2654.77,2023-01-16,Cash,10561
10562,1405.38,2022-09-18,Credit Card,10562
10563,855.43,2022-01-18,Credit Card,10563
10564,422.99,2022-04-18,Cash,10564
10565,264.03,2021-05-14,Bank Transfer,10565
10566,603.73,2022-03-19,Cash,10566
10567,2682.91,2020-05-15,Credit Card,10567
10568,535.94,2022-02-01,PayPal,10568
10569,387.86,2021-01-03,Credit Card,10569
10570,434.09,2020-04-02,Credit Card,10570
10571,616.47,2021-06-04,Credit Card,10571
10572,1290.07,2022-08-04,Credit Card,10572
10573,2232.23,2021-10-20,Bank Transfer,10573
10574,2221.17,2021-01-14,Credit Card,10574
10575,703.95,2023-04-13,Cash,10575
10576,460.84,2020-06-28,Cash,10576
10577,494.09,2021-06-30,Bank Transfer,10577
10578,1442.17,2022-12-06,Cash,10578
10579,1894.39,2020-09-07,Bank Transfer,10579
10580,2988.32,2023-02-19,Credit Card,10580
10581,502.82,2023-01-24,Bank Transfer,10581
10582,2050.69,2022-03-07,PayPal,10582
10583,1044.81,2020-03-21,Cash,10583
10584,1547.73,2021-05-14,Credit Card,10584
10585,2578.96,2022-11-12,Bank Transfer,10585
10586,1515.56,2022-05-28,Credit Card,10586
10587,2441.6,2022-09-20,Bank Transfer,10587
10588,912.02,2023-06-15,Cash,10588
10589,531.43,2022-08-10,PayPal,10589
10590,1791.47,2020-05-27,Credit Card,10590
10591,2707.99,2021-03-20,Bank Transfer,10591
10592,1044.81,2021-12-08,Bank Transfer,10592
10593,2568.79,2021-10-16,Cash,10593
10594,2869.49,2020-02-17,Cash,10594
10595,2526.6,2022-01-12,Bank Transfer,10595
10596,291.56,2020-09-28,Bank Transfer,10596
10597,2949.27,2020-11-27,Cash,10597
10598,295.76,2021-11-17,Cash,10598
10599,1303.5,2022-01-07,Credit Card,10599
10600,1903.74,2021-11-27,Cash,10600
10601,1531.4,2021-02-20,Bank Transfer,10601
10602,142.23,2022-10-28,Bank Transfer,10602
10603,1131.47,2023-03-17,PayPal,10603
10604,1527.11,2020-01-06,Cash,10604
10605,2441.85,2021-06-24,PayPal,10605
10606,1842.46,2023-11-29,PayPal,10606
10607,796.71,2022-10-22,PayPal,10607
10608,995.39,2022-03-07,PayPal,10608
10609,1010.04,2022-04-23,Bank Transfer,10609
10610,2367.09,2021-02-25,Credit Card,10610
10611,2483.45,2020-12-09,PayPal,10611
10612,494.81,2020-12-12,Credit Card,10612
10613,1310.3,2023-01-20,Bank Transfer,10613
10614,1620.68,2020-09-29,PayPal,10614
10615,857.85,2021-04-03,PayPal,10615
10616,1981.77,2020-08-30,Cash,10616
10617,1414.31,2021-03-03,Bank Transfer,10617
10618,236.68,2022-07-28,PayPal,10618
10619,2544.9,2021-12-27,PayPal,10619
10620,176.77,2020-05-18,Bank Transfer,10620
10621,587.27,2023-07-10,Bank Transfer,10621
10622,1989.97,2023-04-14,Bank Transfer,10622
10623,1177.99,2022-03-18,Bank Transfer,10623
10624,2904.21,2022-05-27,Cash,10624
10625,2037.6,2021-06-04,PayPal,10625
10626,2856.44,2022-05-07,PayPal,10626
10627,1531.52,2021-02-23,PayPal,10627
10628,255.26,2022-10-27,Bank Transfer,10628
10629,110.64,2022-02-21,PayPal,10629
10630,687.98,2022-07-06,Credit Card,10630
10631,1546.54,2020-03-11,Credit Card,10631
10632,1532.31,2021-09-02,Credit Card,10632
10633,269.26,2023-10-11,PayPal,10633
10634,274.13,2020-08-16,Cash,10634
10635,2626.36,2023-12-11,Cash,10635
10636,2089.45,2021-07-10,Cash,10636
10637,1732.22,2023-10-24,Bank Transfer,10637
10638,1516.49,2020-03-09,Cash,10638
10639,869.52,2021-09-20,Credit Card,10639
10640,850.29,2020-11-17,Credit Card,10640
10641,1016.91,2023-06-03,Cash,10641
10642,1363.18,2022-08-08,PayPal,10642
10643,2737.32,2020-07-30,Credit Card,10643
10644,741.22,2021-04-29,PayPal,10644
10645,808.77,2020-03-08,Credit Card,10645
10646,1684.49,2023-11-20,Cash,10646
10647,2549.63,2023-05-25,Cash,10647
10648,439.39,2023-01-13,Credit Card,10648
10649,1419.85,2022-08-05,Bank Transfer,10649
10650,2962.81,2020-11-14,PayPal,10650
10651,1443.11,2023-02-23,Bank Transfer,10651
10652,2762.42,2021-03-07,Cash,10652
10653,2469.93,2021-04-14,Bank Transfer,10653
10654,194.06,2023-11-04,Bank Transfer,10654
10655,164.8,2021-03-25,Credit Card,10655
10656,500.26,2023-03-01,PayPal,10656
10657,1895.43,2023-08-03,Credit Card,10657
10658,268.97,2020-01-23,Credit Card,10658
10659,2451.39,2021-09-19,Bank Transfer,10659
10660,737.47,2021-07-11,Credit Card,10660
10661,1273.33,2021-04-09,Cash,10661
10662,2104.09,2023-06-18,PayPal,10662
10663,1174.27,2023-05-07,Bank Transfer,10663
10664,350.22,2021-12-17,Credit Card,10664
10665,1536.34,2022-09-27,Cash,10665
10666,2631.33,2020-09-12,Cash,10666
10667,369.75,2020-10-26,Credit Card,10667
10668,463.68,2023-05-04,Cash,10668
10669,2112.26,2023-08-16,Credit Card,10669
10670,946.55,2023-01-15,Credit Card,10670
10671,2573.33,2021-10-30,Bank Transfer,10671
10672,2258.06,2021-02-05,PayPal,10672
10673,599.28,2022-01-10,PayPal,10673
10674,1867.44,2020-01-23,Cash,10674
10675,764.61,2023-05-02,Credit Card,10675
10676,1690.24,2022-11-15,PayPal,10676
10677,668.7,2021-08-22,Credit Card,10677
10678,1585.23,2023-09-23,Bank Transfer,10678
10679,824.75,2021-03-18,Credit Card,10679
10680,1341.36,2021-01-16,Credit Card,10680
10681,387.51,2022-04-18,PayPal,10681
10682,303.17,2020-06-05,Cash,10682
10683,1406.12,2023-07-05,Credit Card,10683
10684,2166.55,2022-01-02,PayPal,10684
10685,2282.26,2020-06-02,Credit Card,10685
10686,2545.48,2023-11-27,Cash,10686
10687,405.47,2020-02-13,Cash,10687
10688,403.24,2021-11-10,Credit Card,10688
10689,615.99,2020-11-18,PayPal,10689
10690,2035.82,2021-04-02,Credit Card,10690
10691,1071.96,2022-01-20,Bank Transfer,10691
10692,2445.62,2023-11-13,Bank Transfer,10692
10693,1608.88,2022-06-18,Bank Transfer,10693
10694,2344.05,2020-01-06,PayPal,10694
10695,676.02,2023-06-12,Credit Card,10695
10696,2154.12,2021-03-31,Cash,10696
10697,2375.25,2021-05-12,PayPal,10697
10698,220.08,2021-06-11,PayPal,10698
10699,626.58,2022-06-12,Cash,10699
10700,2884.85,2022-12-10,PayPal,10700
10701,1603.24,2021-10-11,PayPal,10701
10702,1681.6,2022-02-25,PayPal,10702
10703,393.43,2021-10-08,Bank Transfer,10703
10704,384.35,2023-05-08,PayPal,10704
10705,2716.43,2020-04-28,Bank Transfer,10705
10706,1836.95,2020-07-27,PayPal,10706
10707,1403.3,2021-08-05,Cash,10707
10708,1613.04,2021-04-14,PayPal,10708
10709,1677.03,2020-09-06,Credit Card,10709
10710,1174.84,2022-11-01,Bank Transfer,10710
10711,343.25,2020-09-19,Bank Transfer,10711
10712,1688.7,2023-07-15,Credit Card,10712
10713,2299.38,2020-07-11,Cash,10713
10714,774.75,2023-03-27,Credit Card,10714
10715,2058.04,2022-05-25,Cash,10715
10716,2884.13,2021-08-21,Cash,10716
10717,2455.44,2023-02-02,Cash,10717
10718,655.48,2023-08-15,Bank Transfer,10718
10719,1835.04,2021-09-16,Bank Transfer,10719
10720,597.53,2021-05-03,Bank Transfer,10720
10721,1381.52,2023-03-31,Bank Transfer,10721
10722,888.13,2023-11-12,Bank Transfer,10722
10723,637.05,2020-06-12,Cash,10723
10724,1696.93,2022-03-18,Bank Transfer,10724
10725,588.01,2021-07-03,PayPal,10725
10726,1709.25,2023-08-23,Bank Transfer,10726
10727,2890.54,2022-04-19,PayPal,10727
10728,2171.41,2020-09-08,PayPal,10728
10729,195.22,2022-09-29,Cash,10729
10730,770.01,2021-05-13,Cash,10730
10731,1466.99,2022-09-19,PayPal,10731
10732,378.32,2021-10-24,Credit Card,10732
10733,2664.35,2020-05-24,Bank Transfer,10733
10734,2690.73,2022-10-04,PayPal,10734
10735,2287.92,2020-08-08,PayPal,10735
10736,2257.15,2020-02-15,Bank Transfer,10736
10737,117.97,2020-03-19,Credit Card,10737
10738,2242.63,2022-04-20,PayPal,10738
10739,1547.8,2023-07-14,Bank Transfer,10739
10740,959.87,2021-10-25,Bank Transfer,10740
10741,1183.0,2020-08-13,Bank Transfer,10741
10742,2345.4,2021-10-12,Credit Card,10742
10743,1097.08,2023-12-15,Credit Card,10743
10744,1389.14,2023-03-02,Credit Card,10744
10745,462.7,2022-12-22,Cash,10745
10746,2001.73,2020-02-07,PayPal,10746
10747,2596.08,2020-08-25,Bank Transfer,10747
10748,2632.1,2021-07-15,Cash,10748
10749,1694.3,2023-02-13,PayPal,10749
10750,1093.45,2023-07-27,Credit Card,10750
10751,2269.72,2021-08-24,Bank Transfer,10751
10752,564.88,2020-11-25,Credit Card,10752
10753,2899.82,2021-04-27,PayPal,10753
10754,482.65,2021-02-20,Cash,10754
10755,1258.33,2020-02-02,Credit Card,10755
10756,2610.87,2023-09-02,Credit Card,10756
10757,2353.79,2020-05-08,PayPal,10757
10758,1667.65,2023-10-01,PayPal,10758
10759,2987.64,2021-09-25,PayPal,10759
10760,320.84,2023-09-23,Credit Card,10760
10761,115.48,2020-04-08,Bank Transfer,10761
10762,2956.77,2020-03-25,Bank Transfer,10762
10763,1527.8,2023-11-03,Cash,10763
10764,1567.24,2021-06-11,PayPal,10764
10765,747.75,2022-07-02,PayPal,10765
10766,2530.85,2021-09-13,Cash,10766
10767,2985.02,2020-11-30,PayPal,10767
10768,2287.05,2020-09-12,Cash,10768
10769,254.7,2022-08-13,PayPal,10769
10770,1156.33,2022-09-02,Credit Card,10770
10771,498.81,2022-05-02,PayPal,10771
10772,1392.32,2023-12-05,PayPal,10772
10773,433.82,2022-12-07,Bank Transfer,10773
10774,350.14,2020-11-17,PayPal,10774
10775,2227.66,2023-05-19,Bank Transfer,10775
10776,650.18,2023-05-24,Cash,10776
10777,2327.31,2021-12-06,Bank Transfer,10777
10778,874.75,2020-04-17,Credit Card,10778
10779,1176.6,2022-10-16,Cash,10779
10780,1847.03,2022-11-12,Cash,10780
10781,1175.63,2020-08-16,PayPal,10781
10782,1936.59,2022-12-09,Cash,10782
10783,2071.2,2021-02-17,Bank Transfer,10783
10784,2314.91,2022-07-29,Credit Card,10784
10785,948.17,2020-12-11,PayPal,10785
10786,933.25,2020-06-05,Credit Card,10786
10787,149.49,2022-10-08,Bank Transfer,10787
10788,509.09,2021-12-18,Cash,10788
10789,2236.98,2021-07-21,Credit Card,10789
10790,1786.2,2020-05-05,Cash,10790
10791,2600.09,2020-02-03,Cash,10791
10792,2822.68,2021-08-23,Credit Card,10792
10793,626.97,2020-05-18,PayPal,10793
10794,187.39,2020-08-12,Cash,10794
10795,1410.26,2023-12-12,Cash,10795
10796,164.1,2020-11-23,PayPal,10796
10797,2704.47,2021-12-05,PayPal,10797
10798,2204.41,2022-06-05,Bank Transfer,10798
10799,496.55,2021-11-24,Cash,10799
10800,615.11,2023-02-27,Bank Transfer,10800
10801,2397.25,2022-05-11,Credit Card,10801
10802,1292.33,2020-02-24,Credit Card,10802
10803,1108.0,2022-07-28,Cash,10803
10804,319.21,2021-04-26,Credit Card,10804
10805,398.03,2022-07-07,Bank Transfer,10805
10806,2982.26,2021-07-23,Credit Card,10806
10807,497.65,2023-07-09,Cash,10807
10808,1995.27,2022-06-30,PayPal,10808
10809,610.34,2022-05-25,Credit Card,10809
10810,602.68,2021-10-06,Bank Transfer,10810
10811,705.3,2021-09-22,Bank Transfer,10811
10812,2150.81,2021-07-07,PayPal,10812
10813,1062.95,2023-01-23,Bank Transfer,10813
10814,487.29,2021-01-25,PayPal,10814
10815,2572.4,2023-07-18,Cash,10815
10816,2311.0,2020-08-10,Credit Card,10816
10817,2570.23,2023-03-09,Cash,10817
10818,2055.98,2020-01-11,Credit Card,10818
10819,147.84,2023-11-21,Credit Card,10819
10820,302.04,2023-06-11,Cash,10820
10821,2103.14,2022-10-11,Credit Card,10821
10822,2723.54,2022-01-22,Credit Card,10822
10823,2500.43,2023-05-01,Cash,10823
10824,652.13,2020-07-03,PayPal,10824
10825,2304.9,2022-08-19,Credit Card,10825
10826,2232.11,2022-11-09,Cash,10826
10827,296.96,2020-03-09,Bank Transfer,10827
10828,1824.4,2021-06-03,Cash,10828
10829,895.02,2022-01-07,Cash,10829
10830,2025.32,2020-02-23,PayPal,10830
10831,2258.75,2023-08-20,Bank Transfer,10831
10832,621.43,2022-09-19,Cash,10832
10833,2528.77,2020-09-07,Cash,10833
10834,715.84,2021-04-08,Cash,10834
10835,1605.19,2021-08-08,Bank Transfer,10835
10836,2157.69,2021-06-05,Cash,10836
10837,483.33,2023-08-28,Cash,10837
10838,1163.09,2021-03-17,Cash,10838
10839,1231.94,2021-10-27,PayPal,10839
10840,842.32,2022-04-12,Bank Transfer,10840
10841,179.84,2023-01-31,Bank Transfer,10841
10842,1866.74,2022-02-09,Bank Transfer,10842
10843,1211.09,2022-07-11,Cash,10843
10844,170.02,2021-11-08,Cash,10844
10845,1240.39,2022-08-24,Cash,10845
10846,275.05,2020-03-06,PayPal,10846
10847,2878.27,2023-09-28,Cash,10847
10848,1432.0,2020-11-25,Bank Transfer,10848
10849,2850.75,2022-04-06,Bank Transfer,10849
10850,2609.67,2023-03-02,Credit Card,10850
10851,1691.33,2022-12-23,Credit Card,10851
10852,1086.28,2023-03-18,Bank Transfer,10852
10853,253.35,2021-12-21,PayPal,10853
10854,1661.76,2022-04-13,Credit Card,10854
10855,2492.97,2022-02-27,Bank Transfer,10855
10856,1877.85,2023-11-13,Credit Card,10856
10857,1336.52,2023-06-04,Cash,10857
10858,402.34,2023-07-12,Credit Card,10858
10859,751.76,2022-09-23,Credit Card,10859
10860,775.08,2021-02-16,Cash,10860
10861,1335.95,2022-03-14,Credit Card,10861
10862,1269.97,2020-10-07,Cash,10862
10863,2271.48,2022-01-19,Credit Card,10863
10864,160.2,2020-09-18,Credit Card,10864
10865,2903.14,2020-09-23,PayPal,10865
10866,461.08,2023-11-22,Cash,10866
10867,2806.15,2020-11-10,Bank Transfer,10867
10868,353.29,2021-04-08,Bank Transfer,10868
10869,1305.5,2021-09-15,PayPal,10869
10870,1830.15,2023-04-05,Credit Card,10870
10871,992.22,2020-01-18,Bank Transfer,10871
10872,102.57,2023-03-05,Cash,10872
10873,2236.99,2023-04-22,Credit Card,10873
10874,1969.51,2020-08-08,Bank Transfer,10874
10875,1701.96,2020-05-16,Bank Transfer,10875
10876,1476.54,2020-04-21,Credit Card,10876
10877,2001.95,2021-02-02,Cash,10877
10878,1002.65,2023-07-18,PayPal,10878
10879,830.76,2021-03-20,Cash,10879
10880,2732.59,2020-04-01,PayPal,10880
10881,2412.31,2023-04-20,Credit Card,10881
10882,1284.41,2020-09-21,Bank Transfer,10882
10883,428.08,2022-09-27,Credit Card,10883
10884,2148.86,2023-04-20,Credit Card,10884
10885,2957.13,2023-05-12,Credit Card,10885
10886,759.16,2023-08-25,Cash,10886
10887,352.63,2021-03-29,Cash,10887
10888,2827.97,2020-02-16,Bank Transfer,10888
10889,507.92,2020-05-11,Credit Card,10889
10890,581.59,2021-09-10,Credit Card,10890
10891,1941.79,2023-07-15,PayPal,10891
10892,455.0,2020-03-31,PayPal,10892
10893,1584.91,2023-05-30,Bank Transfer,10893
10894,536.82,2020-06-23,PayPal,10894
10895,747.78,2023-09-28,Cash,10895
10896,2237.28,2023-02-23,Credit Card,10896
10897,584.17,2023-02-23,Cash,10897
10898,1934.58,2023-01-16,Cash,10898
10899,2719.95,2020-10-03,Credit Card,10899
10900,145.09,2023-07-27,PayPal,10900
10901,1109.03,2023-01-17,PayPal,10901
10902,2458.27,2023-10-25,Credit Card,10902
10903,212.65,2020-05-12,Credit Card,10903
10904,2428.28,2022-06-25,Bank Transfer,10904
10905,2007.24,2023-10-15,Credit Card,10905
10906,818.55,2022-05-28,Cash,10906
10907,2024.28,2022-03-16,Cash,10907
10908,1368.63,2020-03-20,PayPal,10908
10909,394.23,2022-07-25,Cash,10909
10910,1059.44,2023-11-09,PayPal,10910
10911,1581.94,2020-12-14,Cash,10911
10912,1285.44,2022-11-11,Credit Card,10912
10913,1658.19,2023-05-01,Cash,10913
10914,2934.4,2022-05-10,PayPal,10914
10915,2210.98,2021-07-28,Credit Card,10915
10916,877.3,2022-07-13,Cash,10916
10917,2325.43,2022-04-23,Bank Transfer,10917
10918,948.38,2023-01-26,Credit Card,10918
10919,762.71,2023-09-12,PayPal,10919
10920,1485.87,2022-11-21,PayPal,10920
10921,1194.17,2021-04-28,PayPal,10921
10922,1945.48,2021-01-30,PayPal,10922
10923,1765.43,2022-11-10,PayPal,10923
10924,101.3,2023-04-22,PayPal,10924
10925,178.72,2023-03-11,Credit Card,10925
10926,717.02,2023-10-25,Bank Transfer,10926
10927,689.43,2021-03-29,Cash,10927
10928,1843.06,2022-06-21,Cash,10928
10929,1525.38,2022-05-30,PayPal,10929
10930,334.18,2021-09-20,Cash,10930
10931,2488.23,2021-10-31,Credit Card,10931
10932,117.55,2020-07-21,Credit Card,10932
10933,687.8,2022-06-04,Credit Card,10933
10934,2609.0,2023-04-21,Bank Transfer,10934
10935,2096.97,2020-10-24,PayPal,10935
10936,1725.1,2023-06-28,Cash,10936
10937,1709.59,2021-11-21,PayPal,10937
10938,1125.02,2021-01-02,Bank Transfer,10938
10939,1883.98,2021-03-23,Credit Card,10939
10940,1800.69,2022-06-06,Bank Transfer,10940
10941,2683.1,2023-05-26,PayPal,10941
10942,2884.97,2020-08-08,Credit Card,10942
10943,617.86,2021-03-20,Credit Card,10943
10944,1830.24,2023-05-26,Cash,10944
10945,232.45,2020-05-17,PayPal,10945
10946,275.3,2023-11-02,Cash,10946
10947,876.58,2020-12-01,Bank Transfer,10947
10948,428.76,2021-01-30,PayPal,10948
10949,1528.29,2023-06-12,PayPal,10949
10950,2242.67,2023-12-27,Credit Card,10950
10951,584.1,2023-12-26,Cash,10951
10952,1028.43,2023-08-11,PayPal,10952
10953,2526.71,2023-12-19,Bank Transfer,10953
10954,2066.27,2020-12-04,Credit Card,10954
10955,2444.96,2021-03-06,Cash,10955
10956,2074.69,2023-08-10,PayPal,10956
10957,2709.3,2022-01-15,PayPal,10957
10958,746.94,2022-06-19,Credit Card,10958
10959,624.97,2022-03-14,Credit Card,10959
10960,2692.46,2020-04-08,Bank Transfer,10960
10961,2547.13,2022-06-08,Bank Transfer,10961
10962,1208.03,2020-02-27,Cash,10962
10963,2057.91,2020-01-19,Cash,10963
10964,1689.13,2023-11-18,Credit Card,10964
10965,1887.54,2022-05-14,PayPal,10965
10966,2376.15,2023-09-15,PayPal,10966
10967,471.45,2021-10-05,Credit Card,10967
10968,2552.36,2023-12-12,PayPal,10968
10969,1320.42,2022-05-30,Cash,10969
10970,987.35,2022-05-07,Credit Card,10970
10971,799.37,2020-04-01,PayPal,10971
10972,1118.09,2020-09-17,PayPal,10972
10973,1407.58,2020-08-06,PayPal,10973
10974,2971.43,2023-11-09,PayPal,10974
10975,1546.32,2022-06-03,Bank Transfer,10975
10976,562.83,2022-07-20,Cash,10976
10977,2876.58,2020-05-18,Cash,10977
10978,2518.72,2020-05-16,Credit Card,10978
10979,1336.69,2021-10-19,Credit Card,10979
10980,2826.68,2023-06-17,Cash,10980
10981,2235.26,2020-04-02,Bank Transfer,10981
10982,1457.08,2020-07-09,Bank Transfer,10982
10983,2535.36,2022-07-27,PayPal,10983
10984,764.98,2023-09-13,Credit Card,10984
10985,2149.86,2021-05-18,PayPal,10985
10986,1490.82,2023-10-11,Cash,10986
10987,1082.98,2020-10-21,Cash,10987
10988,430.7,2021-08-15,Cash,10988
10989,2203.49,2023-08-31,Bank Transfer,10989
10990,520.0,2020-11-11,Bank Transfer,10990
10991,2032.74,2022-04-08,PayPal,10991
10992,972.2,2020-07-06,PayPal,10992
10993,1283.68,2020-12-11,PayPal,10993
10994,2628.17,2022-07-11,PayPal,10994
10995,297.9,2022-08-30,Cash,10995
10996,1369.69,2022-04-09,Cash,10996
10997,2339.28,2023-06-25,Credit Card,10997
10998,1301.95,2022-05-07,Bank Transfer,10998
10999,1766.22,2021-12-07,Bank Transfer,10999
11000,384.2,2021-06-27,Credit Card,11000
11001,1046.25,2021-01-21,Cash,11001
11002,313.03,2021-07-03,PayPal,11002
11003,945.82,2020-05-15,Credit Card,11003
11004,494.93,2022-05-05,Cash,11004
11005,1204.0,2023-11-10,PayPal,11005
11006,2729.49,2021-04-10,Bank Transfer,11006
11007,808.93,2022-03-20,Credit Card,11007
11008,174.52,2020-03-14,Cash,11008
11009,2397.44,2023-10-25,PayPal,11009
11010,197.93,2020-07-27,Cash,11010
11011,745.57,2023-08-04,Credit Card,11011
11012,1467.38,2020-10-28,Bank Transfer,11012
11013,2925.55,2021-07-15,PayPal,11013
11014,431.17,2020-12-25,PayPal,11014
11015,2231.09,2023-01-27,PayPal,11015
11016,1906.93,2022-06-06,Bank Transfer,11016
11017,1313.16,2021-04-25,Bank Transfer,11017
11018,1261.75,2020-12-03,PayPal,11018
11019,1359.48,2022-10-07,Credit Card,11019
11020,137.81,2023-06-22,Credit Card,11020
11021,1242.78,2022-10-02,PayPal,11021
11022,2158.89,2021-04-25,Credit Card,11022
11023,1760.16,2020-10-13,Credit Card,11023
11024,1813.39,2020-05-29,Cash,11024
11025,638.18,2021-01-20,PayPal,11025
11026,2407.59,2023-11-13,Credit Card,11026
11027,681.5,2022-07-18,PayPal,11027
11028,1979.0,2020-04-07,PayPal,11028
11029,864.56,2020-04-18,Bank Transfer,11029
11030,1729.37,2021-03-02,PayPal,11030
11031,1787.89,2021-08-17,PayPal,11031
11032,777.25,2023-09-01,PayPal,11032
11033,148.33,2020-10-04,Bank Transfer,11033
11034,2599.49,2022-02-13,Credit Card,11034
11035,426.86,2021-06-09,PayPal,11035
